# L1 Build Simulation (Up to date)
# 530 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0.703,31.96,93.732,124.158,93.855,125.164,1.053,-4.314e-5,1.053,-0.002,4.816,15.838,-45,178,9.806,0.865,7.578e-6,-11.566,4.861e-4,1146.056,137.061,0.049,0.001,45.358,31.405,1.665,0.276,4.114e6,168.28,13.735,0.461,0.462,0.196,0.135,0.13,0.141,0.235,7.087e-5,0,0,0,0,-2.069e-4,0.01,8.38,55.154,84.807,-0.007,2.278,14.662,1007.156,340.184,0.006,0.401
0.709,32.509,94.454,123.645,94.581,124.69,1.081,-4.488e-5,1.081,-0.002,4.909,16.108,-45,178,9.806,0.894,3.074e-6,-7.455,0.003,1145.538,136.543,0.049,0.001,45.354,31.394,1.666,0.278,4.146e6,167.879,13.957,0.462,0.463,0.196,0.135,0.13,0.146,0.243,-4.716e-4,0,0,0,0,-8.463e-5,0.01,8.38,55.154,84.751,-0.007,2.284,14.659,1007.092,340.182,0.006,0.403
0.714,33.035,95.138,123.18,95.269,124.243,1.109,-4.667e-5,1.109,-0.002,4.998,16.214,-45,178,9.806,0.899,2.564e-6,-3.39,0.004,1145.046,136.05,0.049,0.001,45.354,31.384,1.667,0.28,4.176e6,167.506,14.166,0.462,0.463,0.196,0.135,0.13,0.147,0.245,-3.934e-4,0,0,0,0,-1.725e-5,0.01,8.38,55.154,84.721,-0.007,2.289,14.655,1007.03,340.18,0.006,0.405
0.719,33.554,95.805,122.745,95.94,123.806,1.136,-4.852e-5,1.136,-0.002,5.086,16.171,-45,178,9.806,0.881,0,0.607,0.016,1144.563,135.568,0.049,0.001,45.358,31.374,1.669,0.282,4.205e6,167.146,14.371,0.462,0.463,0.196,0.135,0.13,0.144,0.24,3.374e-5,0,0,0,0,5.45e-7,0.01,8.38,55.154,84.713,-0.006,2.294,14.652,1006.969,340.178,0.005,0.414
0.725,34.08,96.474,122.327,96.613,123.366,1.164,-5.048e-5,1.164,-0.002,5.174,15.979,-45,178,9.806,0.842,1.864e-6,4.558,0.015,1144.078,135.083,0.049,0.001,45.367,31.364,1.671,0.284,4.235e6,166.788,14.576,0.462,0.463,0.196,0.136,0.131,0.137,0.23,-1.912e-4,0,0,0,0,3.032e-5,0.01,8.38,55.154,84.728,-0.005,2.3,14.648,1006.907,340.176,0.005,0.418
0.731,34.623,97.159,121.916,97.302,122.914,1.194,-5.259e-5,1.194,-0.003,5.263,15.63,-45,178,9.806,0.782,-8.318e-7,8.442,0.012,1143.58,134.584,0.049,0.001,45.379,31.353,1.674,0.286,4.265e6,166.425,14.786,0.462,0.463,0.196,0.136,0.131,0.127,0.213,1.893e-4,0,0,0,0,1.025e-4,0.01,8.38,55.154,84.764,-0.004,2.305,14.645,1006.844,340.174,0.006,0.421
0.737,35.205,97.884,121.491,98.03,122.426,1.225,-5.49e-5,1.225,-0.003,5.355,15.101,-45,178,9.806,0.696,7.312e-6,12.256,0.015,1143.056,134.06,0.049,0.001,45.397,31.342,1.677,0.289,4.296e6,166.036,15.009,0.463,0.463,0.196,0.136,0.131,0.113,0.19,2.731e-4,0,0,0,0,2.129e-4,0.01,8.38,55.154,84.826,-0.004,2.311,14.641,1006.775,340.171,0.006,0.423
0.743,35.855,98.685,120.972,98.835,121.818,1.261,-5.754e-5,1.261,-0.003,5.452,14.335,-45,178,9.806,0.579,4.102e-7,15.958,0.006,1142.482,133.486,0.049,0.001,45.421,31.33,1.682,0.291,4.331e6,165.533,15.257,0.463,0.463,0.196,0.136,0.131,0.094,0.158,-3.551e-4,0,0,0,0,3.551e-4,0.01,8.38,55.154,84.92,-0.003,2.317,14.637,1006.699,340.169,0.007,0.425
0.751,36.632,99.628,120.368,99.783,121.093,1.304,-6.073e-5,1.304,-0.003,5.56,13.231,-45,178,9.806,0.416,1.091e-5,19.456,0.017,1141.802,132.806,0.049,0.001,45.455,31.316,1.687,0.294,4.373e6,164.936,15.552,0.463,0.463,0.196,0.136,0.131,0.067,0.113,-1.888e-4,0,0,0,0,5.178e-4,0.01,8.38,55.154,85.06,-0.002,2.325,14.632,1006.608,340.166,0.008,0.426
0.762,37.708,100.912,119.593,101.073,120.142,1.365,-6.517e-5,1.365,-0.003,5.692,11.475,-45,178,9.806,0.166,-5.39e-7,22.256,0.056,1140.871,131.875,0.049,0.001,45.506,31.296,1.696,0.298,4.429e6,164.168,15.962,0.464,0.464,0.196,0.136,0.132,0.027,0.045,3.959e-4,0,0,0,0,6.604e-4,0.01,8.38,55.154,85.286,-6.195e-6,2.338,14.625,1006.482,340.162,0.011,0.429
0.778,39.348,102.821,118.44,102.988,118.76,1.458,-7.166e-5,1.458,-0.003,5.854,8.717,-45,178,9.806,0.207,9.53e-5,-21.724,0.005,1139.474,130.478,0.048,0.001,45.501,31.267,1.699,0.303,4.512e6,163.058,16.592,0.464,0.464,0.196,0.136,0.132,0.033,0.058,3.197e-4,0,0,0,0,-6.06e-4,0.011,8.38,55.154,85.648,0.003,2.359,14.614,1006.289,340.155,0.016,0.431
0.797,41.321,105.043,116.838,105.214,116.99,1.57,-7.859e-5,1.57,-0.003,5.989,5.979,-45,178,9.806,0.543,4.446e-5,-14.289,-0.008,1137.856,128.861,0.048,0.001,45.439,31.233,1.695,0.31,4.609e6,161.579,17.353,0.465,0.465,0.196,0.137,0.132,0.088,0.15,4.354e-4,0,0,0,0,-2.512e-4,0.011,8.38,55.154,86,0.008,2.383,14.601,1006.058,340.147,0.019,0.435
0.804,42.064,105.858,115.686,106.029,115.802,1.612,-8.081e-5,1.612,-0.003,6.027,5.183,-45,178,9.806,0.625,1.322e-5,-9.891,-0.013,1137.261,128.266,0.048,0.001,45.424,31.22,1.695,0.312,4.644e6,160.425,17.637,0.465,0.466,0.196,0.137,0.133,0.102,0.173,3.416e-4,0,0,0,0,-1.185e-4,0.011,8.38,55.154,86.086,0.01,2.378,14.597,1005.971,340.144,0.007,0.439
0.81,42.72,106.569,115.028,106.741,115.129,1.65,-8.255e-5,1.65,-0.003,6.058,4.83,-45,178,9.806,0.653,5.039e-6,-5.755,-0.006,1136.74,127.744,0.048,0.001,45.42,31.209,1.696,0.314,4.675e6,159.835,17.883,0.465,0.466,0.196,0.137,0.133,0.106,0.18,3.486e-4,0,0,0,0,-3.959e-5,0.011,8.38,55.154,86.134,0.011,2.365,14.592,1005.894,340.142,0.006,0.441
0.816,43.343,107.235,114.414,107.408,114.51,1.685,-8.397e-5,1.685,-0.003,6.086,4.684,-45,178,9.806,0.655,2.788e-6,-1.703,-0.004,1136.248,127.252,0.048,0.001,45.421,31.199,1.697,0.316,4.704e6,159.299,18.114,0.466,0.466,0.196,0.137,0.133,0.107,0.181,-1.821e-4,0,0,0,0,-3.426e-6,0.011,8.38,55.154,86.156,0.012,2.352,14.588,1005.821,340.139,0.006,0.445
0.822,43.959,107.888,113.81,108.061,113.908,1.72,-8.517e-5,1.72,-0.003,6.112,4.722,-45,178,9.806,0.633,1.976e-6,2.278,0.004,1135.763,126.768,0.048,0.001,45.426,31.188,1.699,0.318,4.732e6,158.784,18.34,0.466,0.466,0.196,0.137,0.133,0.103,0.175,3.482e-4,0,0,0,0,6.056e-6,0.011,8.38,55.154,86.154,0.013,2.34,14.584,1005.749,340.137,0.006,0.447
0.827,44.59,108.549,113.193,108.722,113.301,1.756,-8.617e-5,1.756,-0.003,6.14,4.942,-45,178,9.806,0.59,3.257e-6,6.161,-0.001,1135.271,126.275,0.048,0.001,45.436,31.178,1.701,0.32,4.761e6,158.268,18.569,0.466,0.466,0.196,0.137,0.133,0.096,0.163,-4.684e-4,0,0,0,0,4.374e-5,0.011,8.38,55.154,86.129,0.012,2.327,14.58,1005.675,340.134,0.006,0.448
0.834,45.264,109.246,112.537,109.42,112.664,1.794,-8.7e-5,1.794,-0.003,6.172,5.362,-45,178,9.806,0.521,1.299e-5,9.952,0.009,1134.748,125.753,0.048,0.001,45.451,31.167,1.705,0.322,4.791e6,157.732,18.811,0.466,0.467,0.196,0.137,0.133,0.085,0.144,2.511e-4,0,0,0,0,1.127e-4,0.011,8.38,55.154,86.079,0.011,2.314,14.576,1005.596,340.132,0.006,0.45
0.84,46.02,110.017,111.813,110.193,111.975,1.837,-8.767e-5,1.837,-0.003,6.211,6.034,-45,178,9.806,0.421,-3.876e-6,13.605,0.003,1134.179,125.183,0.048,0.001,45.472,31.155,1.708,0.324,4.825e6,157.161,19.08,0.466,0.467,0.196,0.137,0.134,0.068,0.116,-2.571e-4,0,0,0,0,2.077e-4,0.011,8.38,55.154,85.997,0.009,2.299,14.571,1005.507,340.129,0.007,0.453
0.849,46.955,110.957,110.956,111.134,111.182,1.889,-8.822e-5,1.889,-0.003,6.266,7.093,-45,178,9.806,0.273,3.11e-5,16.916,0.018,1133.484,124.488,0.048,0.001,45.503,31.14,1.714,0.327,4.865e6,156.519,19.412,0.467,0.467,0.196,0.137,0.134,0.044,0.075,-1.033e-4,0,0,0,0,3.157e-4,0.011,8.38,55.154,85.867,0.005,2.281,14.565,1005.397,340.125,0.008,0.454
0.862,48.372,112.353,109.714,112.533,110.068,1.97,-8.876e-5,1.97,-0.003,6.367,8.823,-45,178,9.806,0.047,1.835e-5,19.175,0.115,1132.442,123.446,0.048,0.001,45.55,31.118,1.722,0.331,4.926e6,155.636,19.917,0.467,0.467,0.196,0.137,0.134,0.008,0.012,-4.848e-4,0,0,0,0,3.956e-4,0.012,8.38,55.154,85.634,-0.002,2.297,14.556,1005.231,340.12,0.013,0.457
0.881,50.53,114.413,107.82,114.601,108.413,2.092,-9.047e-5,2.092,-0.002,6.56,11.322,-45,178,9.806,0.261,1.29e-4,-16.251,-0.023,1130.878,121.883,0.048,0.001,45.511,31.084,1.722,0.337,5.016e6,154.311,20.687,0.468,0.468,0.195,0.138,0.135,0.042,0.073,-4.933e-4,0,0,0,0,-2.74e-4,0.012,8.38,55.154,85.284,-0.015,2.328,14.542,1004.978,340.111,0.019,0.462
0.892,51.879,115.662,106.341,115.856,107.077,2.17,-9.307e-5,2.17,-0.002,6.701,12.533,-45,178,9.806,0.405,-2.156e-5,-11.31,0.033,1129.924,120.928,0.048,0.001,45.485,31.064,1.721,0.341,5.07e6,153.135,21.167,0.468,0.469,0.195,0.138,0.135,0.066,0.113,2.331e-4,0,0,0,0,-1.299e-4,0.012,8.38,55.154,85.12,-0.019,2.347,14.533,1004.82,340.106,0.012,0.464
0.9,52.776,116.481,105.826,116.679,106.623,2.222,-9.576e-5,2.222,-0.002,6.8,13.01,-45,178,9.806,0.455,-9.932e-6,-7.014,0.031,1129.3,120.304,0.048,0.001,45.477,31.05,1.722,0.344,5.106e6,152.849,21.484,0.469,0.469,0.195,0.138,0.135,0.074,0.128,4.857e-4,0,0,0,0,-4.923e-5,0.012,8.38,55.154,85.049,-0.019,2.36,14.527,1004.715,340.102,0.008,0.467
0.907,53.575,117.203,105.475,117.405,106.298,2.269,-9.883e-5,2.269,-0.002,6.889,13.204,-45,178,9.806,0.472,1.377e-6,-2.884,0.02,1128.748,119.753,0.048,0.001,45.475,31.039,1.723,0.346,5.137e6,152.691,21.763,0.469,0.469,0.195,0.138,0.136,0.077,0.132,-1.882e-4,0,0,0,0,-8.224e-6,0.012,8.38,55.154,85.015,-0.019,2.361,14.522,1004.621,340.099,0.007,0.469
0.913,54.34,117.888,105.168,118.094,105.987,2.314,-1.023e-4,2.314,-0.003,6.975,13.156,-45,178,9.806,0.461,5.322e-7,1.135,0.008,1128.223,119.227,0.048,0.001,45.478,31.027,1.724,0.348,5.167e6,152.546,22.029,0.469,0.47,0.195,0.138,0.136,0.075,0.129,1.644e-4,0,0,0,0,1.258e-6,0.012,8.38,55.154,85.01,-0.018,2.363,14.517,1004.531,340.096,0.007,0.473
0.92,55.116,118.577,104.883,118.787,105.671,2.36,-1.064e-4,2.36,-0.003,7.061,12.88,-45,178,9.806,0.425,6.664e-6,5.013,0.027,1127.693,118.697,0.048,0.001,45.487,31.016,1.727,0.35,5.197e6,152.403,22.296,0.469,0.47,0.195,0.138,0.136,0.069,0.119,9.789e-5,0,0,0,0,2.427e-5,0.012,8.38,55.154,85.03,-0.016,2.364,14.512,1004.44,340.093,0.007,0.475
0.927,55.953,119.314,104.603,119.528,105.329,2.41,-1.113e-4,2.41,-0.003,7.15,12.347,-45,178,9.806,0.361,-4.871e-6,8.749,0.005,1127.125,118.129,0.048,0.001,45.501,31.004,1.73,0.352,5.229e6,152.255,22.582,0.47,0.47,0.195,0.138,0.136,0.059,0.101,-1.726e-5,0,0,0,0,7.3e-5,0.012,8.38,55.154,85.079,-0.014,2.366,14.506,1004.342,340.09,0.007,0.477
0.935,56.93,120.165,104.304,120.384,104.933,2.469,-1.175e-4,2.469,-0.003,7.247,11.472,-45,178,9.806,0.26,-1.576e-5,12.239,0.014,1126.466,117.471,0.048,0.001,45.522,30.989,1.734,0.354,5.266e6,152.09,22.915,0.47,0.47,0.195,0.139,0.136,0.042,0.073,-3.908e-5,0,0,0,0,1.408e-4,0.012,8.38,55.154,85.166,-0.011,2.368,14.5,1004.227,340.086,0.008,0.479
0.946,58.281,121.32,103.018,121.543,103.492,2.551,-1.267e-4,2.551,-0.003,7.366,9.893,-45,178,9.806,0.093,3.973e-5,14.949,0.02,1125.599,116.604,0.048,0.001,45.558,30.971,1.741,0.358,5.317e6,150.854,23.372,0.47,0.47,0.195,0.139,0.137,0.015,0.026,-3.844e-4,0,0,0,0,2.061e-4,0.013,8.38,55.154,85.32,-0.006,2.371,14.491,1004.069,340.081,0.011,0.483
0.963,60.332,123,99.846,123.229,100.119,2.676,-1.407e-4,2.676,-0.003,7.508,7.389,-45,178,9.806,0.15,3.936e-5,-13.963,0.006,1124.302,115.307,0.048,0.001,45.55,30.943,1.743,0.363,5.389e6,147.609,24.052,0.471,0.471,0.195,0.139,0.137,0.024,0.042,-4.227e-4,0,0,0,0,-1.749e-4,0.013,8.38,55.154,85.573,0.003,2.357,14.478,1003.828,340.072,0.017,0.485
0.981,62.486,124.673,95.959,124.905,96.111,2.807,-1.542e-4,2.807,-0.003,7.614,5.393,-45,178,9.806,0.321,5.175e-5,-7.604,-0.028,1122.959,113.964,0.047,0.001,45.52,30.913,1.743,0.368,5.462e6,143.638,24.743,0.472,0.472,0.195,0.139,0.138,0.052,0.091,-4.606e-4,0,0,0,0,-5.05e-5,0.013,8.38,55.154,85.767,0.009,2.339,14.464,1003.576,340.064,0.017,0.486
0.989,63.496,125.422,93.118,125.655,93.238,2.869,-1.598e-4,2.869,-0.003,7.653,4.742,-45,178,9.806,0.362,1.922e-5,-3.294,-0.011,1122.347,113.352,0.047,0.001,45.513,30.9,1.744,0.37,5.494e6,140.655,25.057,0.472,0.472,0.195,0.139,0.138,0.059,0.103,4.052e-4,0,0,0,0,-9.366e-6,0.013,8.38,55.154,85.811,0.009,2.33,14.457,1003.457,340.06,0.008,0.489
0.996,64.413,126.066,88.313,126.3,88.421,2.925,-1.644e-4,2.925,-0.003,7.685,4.368,-45,178,9.806,0.359,9.629e-6,0.788,-0.012,1121.907,112.912,0.047,0.001,45.515,30.891,1.745,0.372,5.522e6,135.47,25.323,0.472,0.472,0.195,0.139,0.138,0.058,0.102,-4.599e-4,0,0,0,0,5.303e-7,0.013,8.38,55.154,85.82,0.009,2.323,14.451,1003.35,340.056,0.007,0.491
1.003,65.333,126.66,81.503,126.895,81.608,2.981,-1.687e-4,2.981,-0.003,7.714,4.142,-45,178,9.806,0.325,7.496e-6,4.678,0.006,1121.469,112.473,0.047,0.001,45.523,30.881,1.747,0.374,5.547e6,128.036,25.57,0.472,0.473,0.195,0.139,0.138,0.053,0.092,3.505e-4,0,0,0,0,1.852e-5,0.013,8.38,55.154,85.8,0.007,2.31,14.445,1003.242,340.053,0.007,0.495
1.011,66.338,127.251,74.385,127.486,74.504,3.042,-1.729e-4,3.042,-0.003,7.745,4.212,-45,178,9.806,0.257,2.326e-5,8.285,0.015,1120.992,111.996,0.047,0.001,45.538,30.871,1.75,0.375,5.572e6,120.284,25.814,0.473,0.473,0.195,0.139,0.138,0.042,0.073,-3.373e-4,0,0,0,0,5.756e-5,0.013,8.38,55.154,85.748,0.004,2.29,14.439,1003.124,340.049,0.008,0.498
1.021,67.612,127.912,65.983,128.149,66.145,3.12,-1.78e-4,3.12,-0.003,7.786,4.625,-45,178,9.806,0.141,-1.08e-5,11.393,0.03,1120.39,111.395,0.047,0.001,45.562,30.858,1.755,0.377,5.601e6,111.152,26.088,0.473,0.473,0.195,0.14,0.139,0.023,0.04,-3.753e-4,0,0,0,0,1.077e-4,0.013,8.38,55.154,85.648,-0.001,2.264,14.431,1002.975,340.044,0.01,0.501
1.036,69.533,128.733,54.265,128.972,54.542,3.237,-1.857e-4,3.237,-0.003,7.856,5.494,-45,178,9.806,0.053,6.813e-6,-12.306,0.104,1119.488,110.492,0.047,0.001,45.581,30.838,1.759,0.38,5.635e6,98.424,26.433,0.473,0.473,0.195,0.14,0.139,0.009,0.015,1.023e-4,0,0,0,0,-1.241e-4,0.013,8.38,55.154,85.463,-0.011,2.226,14.418,1002.749,340.036,0.015,0.504
1.059,72.433,129.59,37.438,129.835,37.9,3.414,-2.005e-4,3.414,-0.003,7.976,5.896,-45,178,9.806,0.243,1.851e-5,-5.565,0.028,1118.648,109.653,0.047,0.001,45.545,30.819,1.757,0.382,5.672e6,80.016,26.8,0.474,0.474,0.195,0.14,0.139,0.039,0.07,-2.058e-4,0,0,0,0,-2.505e-5,0.013,8.38,55.154,85.246,-0.019,2.194,14.399,1002.409,340.025,0.022,0.506
1.068,73.628,129.812,24.047,130.059,24.598,3.488,-2.082e-4,3.488,-0.003,8.024,5.173,-45,178,9.806,0.284,3.463e-6,-1.594,0.047,1118.334,109.339,0.047,0.001,45.538,30.813,1.757,0.383,5.681e6,65.115,26.902,0.474,0.474,0.195,0.14,0.139,0.046,0.081,4.965e-4,0,0,0,0,-2.048e-6,0.013,8.38,55.154,85.212,-0.017,2.199,14.391,1002.269,340.02,0.009,0.508
1.076,74.734,129.953,16.589,130.202,17.165,3.557,-2.161e-4,3.557,-0.003,8.062,4.411,-45,178,9.806,0.267,9.189e-6,2.325,0.048,1118.044,109.049,0.047,0.001,45.541,30.806,1.758,0.383,5.687e6,56.782,26.961,0.474,0.474,0.195,0.14,0.139,0.043,0.076,4.136e-4,0,0,0,0,4.346e-6,0.013,8.38,55.154,85.216,-0.014,2.203,14.384,1002.139,340.016,0.009,0.51
1.085,75.91,130.036,9.243,130.288,9.834,3.63,-2.251e-4,3.63,-0.004,8.095,3.357,-45,178,9.806,0.216,1.201e-5,5.968,0.013,1117.736,108.74,0.047,0.001,45.552,30.8,1.76,0.384,5.69e6,48.525,26.994,0.474,0.474,0.195,0.14,0.139,0.035,0.062,-3.017e-4,0,0,0,0,2.86e-5,0.013,8.38,55.154,85.255,-0.01,2.207,14.377,1002.001,340.011,0.009,0.511
1.097,77.375,130.057,1.768,130.31,2.589,3.721,-2.367e-4,3.721,-0.004,8.121,1.892,-45,178,9.806,0.116,1.565e-6,9.113,0.007,1117.501,108.505,0.047,0.001,45.572,30.794,1.763,0.384,5.691e6,40.062,26.997,0.474,0.474,0.195,0.14,0.139,0.019,0.033,9.837e-5,0,0,0,0,6.665e-5,0.013,8.38,55.154,85.342,-0.006,2.213,14.367,1001.83,340.005,0.011,0.512
1.114,79.571,129.978,-4.829,130.232,4.829,3.858,-2.544e-4,3.858,-0.004,8.131,0.096,-45,178,9.806,0.057,1.086e-4,-9.677,-0.065,1117.254,108.259,0.047,0.001,45.583,30.789,1.765,0.383,5.686e6,32.493,26.956,0.474,0.474,0.195,0.14,0.139,0.009,0.017,3.497e-4,0,0,0,0,-7.526e-5,0.013,8.38,55.154,85.51,-0.003,2.221,14.353,1001.572,339.997,0.017,0.513
1.139,82.86,129.619,-14.393,129.871,14.544,4.064,-2.8e-4,4.064,-0.004,8.087,2.09,-45,178,9.806,0.21,-6.065e-5,-2.711,0.015,1116.884,107.889,0.047,0.001,45.552,30.781,1.763,0.382,5.669e6,21.51,26.792,0.474,0.474,0.195,0.14,0.139,0.034,0.06,1.402e-4,0,0,0,0,-5.94e-6,0.013,8.38,55.154,85.685,0.006,2.234,14.331,1001.186,339.984,0.025,0.515
1.149,84.179,129.401,-21.377,129.651,21.569,4.146,-2.892e-4,4.146,-0.004,8.058,2.876,-45,178,9.806,0.243,-4.028e-6,1.139,0.016,1116.823,107.827,0.047,0.001,45.545,30.779,1.762,0.382,5.659e6,13.573,26.699,0.474,0.474,0.195,0.14,0.139,0.039,0.069,4.705e-4,0,0,0,0,1.053e-6,0.013,8.38,55.154,85.693,0.008,2.239,14.323,1001.032,339.979,0.01,0.516
1.159,85.469,129.17,-23.089,129.419,23.244,4.226,-2.976e-4,4.226,-0.004,8.029,2.68,-45,178,9.806,0.203,-1.481e-5,4.798,-0.035,1116.774,107.778,0.047,0.001,45.552,30.778,1.763,0.381,5.648e6,11.577,26.593,0.473,0.474,0.195,0.14,0.139,0.033,0.058,-1.022e-4,0,0,0,0,1.873e-5,0.013,8.38,55.154,85.663,0.008,2.228,14.314,1000.88,339.973,0.01,0.517
1.171,87.013,128.871,-24.94,129.12,25.03,4.322,-3.069e-4,4.322,-0.004,8,2.12,-45,178,9.806,0.115,2.441e-5,7.953,-0.032,1116.715,107.719,0.047,0.001,45.569,30.777,1.765,0.38,5.635e6,9.426,26.457,0.473,0.473,0.195,0.14,0.139,0.019,0.033,-1.832e-4,0,0,0,0,5.172e-5,0.013,8.38,55.154,85.584,0.005,2.212,14.304,1000.699,339.967,0.012,0.518
1.189,89.323,128.379,-27.462,128.626,27.483,4.466,-3.195e-4,4.466,-0.004,7.97,1.06,-45,178,9.806,0.045,3.835e-5,-8.685,-0.112,1116.626,107.63,0.047,0.001,45.582,30.775,1.767,0.379,5.612e6,6.492,26.237,0.473,0.473,0.195,0.14,0.139,0.007,0.013,1.565e-4,0,0,0,0,-6.214e-5,0.013,8.38,55.154,85.424,-0.003,2.189,14.289,1000.428,339.958,0.018,0.519
1.216,92.771,127.576,-29.694,127.824,29.697,4.68,-3.398e-4,4.68,-0.004,7.955,0.456,-45,178,9.806,0.15,-6.77e-5,-2.593,0.018,1116.577,107.582,0.047,0.001,45.559,30.774,1.764,0.376,5.576e6,3.718,25.889,0.473,0.473,0.195,0.14,0.138,0.024,0.043,4.7e-4,0,0,0,0,-5.609e-6,0.013,8.38,55.154,85.254,-0.015,2.237,14.267,1000.024,339.945,0.027,0.52
1.23,94.559,127.146,-30.538,127.394,30.542,4.792,-3.522e-4,4.792,-0.004,7.95,0.518,-45,178,9.806,0.154,4.546e-6,0.759,0.029,1116.555,107.56,0.047,0.001,45.558,30.774,1.764,0.375,5.557e6,2.59,25.705,0.473,0.473,0.195,0.139,0.138,0.025,0.044,-9.954e-5,0,0,0,0,4.836e-7,0.013,8.38,55.154,85.24,-0.017,2.291,14.255,999.814,339.938,0.014,0.522
1.246,96.642,126.635,-31.018,126.883,31.041,4.922,-3.687e-4,4.922,-0.004,7.936,1.191,-45,178,9.806,0.073,1.08e-5,3.754,0.043,1116.535,107.539,0.047,0.001,45.573,30.773,1.766,0.374,5.534e6,1.774,25.485,0.472,0.472,0.195,0.139,0.138,0.012,0.021,3.749e-4,0,0,0,0,1.193e-5,0.013,8.38,55.154,85.282,-0.013,2.355,14.242,999.57,339.929,0.016,0.523
1.271,99.751,125.86,-31.309,126.107,31.372,5.117,-3.956e-4,5.117,-0.004,7.894,1.982,-45,178,9.806,0.03,2.461e-6,-4.025,-0.004,1116.525,107.529,0.047,0.001,45.58,30.773,1.767,0.371,5.498e6,1.044,25.15,0.472,0.472,0.195,0.139,0.138,0.005,0.009,-2.274e-5,0,0,0,0,-1.388e-5,0.013,8.38,55.154,85.392,-0.002,2.332,14.222,999.205,339.917,0.025,0.524
# Event BURNOUT occurred at t=1.293 seconds
1.293,102.516,125.159,-31.641,125.405,31.734,5.29,-4.188e-4,5.29,-0.005,7.843,2.433,-45,178,9.806,0.09,-9.305e-6,-2.015,-0.023,1116.516,107.52,0.047,0.001,45.567,30.773,1.765,0.369,5.467e6,0.335,24.85,0.472,0.472,0.195,0.139,0.138,0.015,0.026,-2.691e-4,0,0,0,0,-3.517e-6,0.013,8.38,55.154,85.466,0.01,2.292,14.204,998.881,339.906,0.022,0.528
1.32,105.943,124.286,-31.613,124.529,31.702,5.505,-4.426e-4,5.505,-0.005,7.774,2.38,-45,178,9.806,0.084,2.459e-5,1.767,0.042,1116.516,107.52,0.047,0.001,45.566,30.773,1.765,0.367,5.427e6,0,24.48,0.472,0.472,0.195,0.139,0.137,0.014,0.024,-1.203e-4,0,0,0,0,2.744e-6,0.013,8.38,55.154,85.463,0.011,2.292,14.181,998.479,339.893,0.027,0.547
1.349,109.44,123.398,-31.323,123.639,31.375,5.724,-4.61e-4,5.724,-0.005,7.714,1.805,-45,178,9.806,0.006,4.108e-5,3.925,-0.112,1116.516,107.52,0.047,0.001,45.58,30.773,1.767,0.364,5.387e6,0,24.107,0.471,0.471,0.195,0.139,0.137,0.001,0.002,1.138e-4,0,0,0,0,1.373e-5,0.013,8.38,55.154,85.361,-0.007,2.309,14.159,998.069,339.879,0.028,0.55
1.391,114.639,122.08,-30.871,122.32,30.898,6.049,-4.946e-4,6.049,-0.005,7.664,1.282,-45,178,9.806,0.063,-9.785e-6,2.04,0.052,1116.516,107.52,0.047,0.001,45.566,30.773,1.765,0.36,5.327e6,0,23.556,0.471,0.471,0.195,0.139,0.137,0.01,0.018,4.022e-4,0,0,0,0,3.79e-6,0.013,8.38,55.154,85.265,-0.018,2.193,14.125,997.459,339.859,0.042,0.553
1.414,117.485,121.36,-30.603,121.601,30.631,6.228,-5.192e-4,6.228,-0.005,7.639,1.317,-45,178,9.806,0.055,3.639e-5,3.706,0.007,1116.516,107.52,0.047,0.001,45.566,30.773,1.765,0.358,5.294e6,0,23.261,0.471,0.471,0.195,0.139,0.137,0.009,0.016,2.221e-4,0,0,0,0,1.266e-5,0.013,8.38,55.154,85.321,-0.014,2.172,14.106,997.125,339.847,0.023,0.554
1.45,121.723,120.295,-30.147,120.533,30.223,6.495,-5.604e-4,6.495,-0.005,7.575,2.142,-45,178,9.806,0.072,-3.745e-6,-1.655,-0.012,1116.516,107.52,0.047,0.001,45.56,30.773,1.765,0.355,5.246e6,0,22.827,0.47,0.47,0.195,0.139,0.136,0.012,0.021,-6.877e-5,0,0,0,0,-2.571e-6,0.012,8.38,55.154,85.454,-0.007,2.181,14.079,996.628,339.831,0.035,0.555
